t,bbox,ratio,conf,landmark
19.94,False,0.0,0.0,False
19.97,False,0.0,0.0,False
20.0,False,0.0,0.0,False
20.04,False,0.0,0.0,False
20.07,False,0.0,0.0,False
20.1,False,0.0,0.0,False
20.14,False,0.0,0.0,False
20.17,False,0.0,0.0,False
20.2,False,0.0,0.0,False
20.24,False,0.0,0.0,False
20.27,True,0.2814,0.312,False
20.3,False,0.0,0.0,False
20.34,False,0.0,0.0,False
20.37,True,0.3008,0.302,False
20.4,False,0.0,0.0,False
20.44,True,0.2738,0.328,False
20.47,False,0.0,0.0,False
20.5,True,0.3048,0.306,False
20.54,False,0.0,0.0,False
20.57,False,0.0,0.0,False
20.6,False,0.0,0.0,False
20.64,False,0.0,0.0,False
20.67,False,0.0,0.0,False
20.7,False,0.0,0.0,False
20.74,False,0.0,0.0,False
20.77,True,0.2757,0.349,False
20.8,False,0.0,0.0,False
20.84,False,0.0,0.0,False
20.87,False,0.0,0.0,False
20.9,True,0.2776,0.345,False
20.94,False,0.0,0.0,False
20.97,False,0.0,0.0,False
21.0,False,0.0,0.0,False
21.04,True,0.2626,0.352,False
21.07,True,0.2719,0.308,False
21.1,False,0.0,0.0,False
21.14,False,0.0,0.0,False
21.17,False,0.0,0.0,False
21.2,False,0.0,0.0,False
21.24,False,0.0,0.0,False
21.27,False,0.0,0.0,False
21.3,False,0.0,0.0,False
21.34,False,0.0,0.0,False
21.37,False,0.0,0.0,False
21.4,False,0.0,0.0,False
21.44,False,0.0,0.0,False
21.47,True,0.2795,0.312,False
21.5,False,0.0,0.0,False
21.54,False,0.0,0.0,False
21.57,True,0.3048,0.307,False
21.6,False,0.0,0.0,False
21.64,False,0.0,0.0,False
21.67,False,0.0,0.0,False
21.7,False,0.0,0.0,False
21.74,True,0.2852,0.387,False
21.77,False,0.0,0.0,False
21.8,False,0.0,0.0,False
21.84,True,0.2776,0.326,False
21.87,False,0.0,0.0,False
21.9,False,0.0,0.0,False
21.94,True,0.2589,0.346,False
21.97,False,0.0,0.0,False
22.0,False,0.0,0.0,False
22.04,False,0.0,0.0,False
22.07,False,0.0,0.0,False
22.1,False,0.0,0.0,False
22.14,True,0.2776,0.314,False
22.17,True,0.2663,0.337,False
22.2,False,0.0,0.0,False
22.24,False,0.0,0.0,False
22.27,True,0.2626,0.3,False
22.3,False,0.0,0.0,False
22.34,False,0.0,0.0,False
22.37,True,0.2252,0.325,False
22.4,False,0.0,0.0,False
22.44,False,0.0,0.0,False
22.47,False,0.0,0.0,False
22.5,False,0.0,0.0,False
22.54,False,0.0,0.0,False
22.57,False,0.0,0.0,False
22.6,False,0.0,0.0,False
22.64,False,0.0,0.0,False
22.67,False,0.0,0.0,False
22.7,True,0.2663,0.334,False
22.74,False,0.0,0.0,False
22.77,False,0.0,0.0,False
22.8,False,0.0,0.0,False
22.84,False,0.0,0.0,False
22.87,False,0.0,0.0,False
22.9,False,0.0,0.0,False
22.94,True,0.2408,0.312,False
22.97,False,0.0,0.0,False
23.0,False,0.0,0.0,False
23.04,False,0.0,0.0,False
23.07,False,0.0,0.0,False
23.1,True,0.2719,0.312,False
23.14,True,0.3169,0.305,False
23.17,False,0.0,0.0,False
23.2,False,0.0,0.0,False
23.24,False,0.0,0.0,False
23.27,False,0.0,0.0,False
23.3,True,0.3108,0.303,False
23.34,False,0.0,0.0,False
23.37,False,0.0,0.0,False
23.4,False,0.0,0.0,False
23.44,False,0.0,0.0,False
23.47,False,0.0,0.0,False
23.5,True,0.2226,0.367,False
23.54,False,0.0,0.0,False
23.57,False,0.0,0.0,False
23.6,True,0.2462,0.302,False
23.64,False,0.0,0.0,False
23.67,False,0.0,0.0,False
23.7,False,0.0,0.0,False
23.74,False,0.0,0.0,False
23.77,False,0.0,0.0,False
23.8,False,0.0,0.0,False
23.84,False,0.0,0.0,False
23.87,True,0.2356,0.321,False
23.9,False,0.0,0.0,False
23.94,False,0.0,0.0,False
23.97,False,0.0,0.0,False
24.0,False,0.0,0.0,False
24.04,False,0.0,0.0,False
24.07,False,0.0,0.0,False
24.1,False,0.0,0.0,False
24.14,True,0.2356,0.315,False
24.17,False,0.0,0.0,False
24.2,False,0.0,0.0,False
24.24,False,0.0,0.0,False
24.27,False,0.0,0.0,False
24.3,False,0.0,0.0,False
24.34,False,0.0,0.0,False
24.37,False,0.0,0.0,False
24.4,True,0.2626,0.327,False
24.44,False,0.0,0.0,False
24.47,False,0.0,0.0,False
24.5,False,0.0,0.0,False
24.54,False,0.0,0.0,False
24.57,True,0.2719,0.303,False
24.6,False,0.0,0.0,False
24.64,False,0.0,0.0,False
24.67,False,0.0,0.0,False
24.7,False,0.0,0.0,False
24.74,False,0.0,0.0,False
24.77,True,0.2681,0.337,False
24.8,False,0.0,0.0,False
24.84,True,0.2373,0.307,False
24.87,False,0.0,0.0,False
24.9,True,0.2871,0.313,False
24.94,False,0.0,0.0,False
24.97,False,0.0,0.0,False
25.0,True,0.3169,0.302,False
25.04,True,0.2757,0.312,False
25.07,False,0.0,0.0,False
25.1,False,0.0,0.0,False
25.14,True,0.2444,0.307,False
25.17,False,0.0,0.0,False
25.2,False,0.0,0.0,False
25.24,False,0.0,0.0,False
25.27,False,0.0,0.0,False
25.3,False,0.0,0.0,False
25.34,True,0.2871,0.339,False
25.37,False,0.0,0.0,False
25.4,False,0.0,0.0,False
25.44,False,0.0,0.0,False
25.47,False,0.0,0.0,False
25.5,False,0.0,0.0,False
25.54,True,0.2776,0.361,False
25.57,False,0.0,0.0,False
25.6,False,0.0,0.0,False
25.64,False,0.0,0.0,False
25.67,False,0.0,0.0,False
25.7,True,0.2498,0.304,False
25.74,False,0.0,0.0,False
25.77,True,0.2852,0.307,False
25.8,True,0.2719,0.332,False
25.84,False,0.0,0.0,False
25.87,False,0.0,0.0,False
25.9,False,0.0,0.0,False
25.94,True,0.2356,0.31,False
25.97,True,0.2426,0.307,False
26.0,True,0.2462,0.35,False
26.04,False,0.0,0.0,False
26.07,False,0.0,0.0,False
26.1,True,0.2776,0.304,False
26.14,False,0.0,0.0,False
26.17,True,0.2286,0.319,False
26.2,False,0.0,0.0,False
26.24,True,0.2589,0.301,False
26.27,False,0.0,0.0,False
26.3,False,0.0,0.0,False
26.34,False,0.0,0.0,False
26.37,False,0.0,0.0,False
26.4,False,0.0,0.0,False
26.44,True,0.2252,0.404,False
26.47,True,0.2607,0.323,False
26.5,False,0.0,0.0,False
26.54,False,0.0,0.0,False
26.57,True,0.2644,0.339,False
26.6,False,0.0,0.0,False
26.64,True,0.2426,0.302,False
26.67,True,0.2589,0.319,False
26.7,False,0.0,0.0,False
26.74,True,0.2833,0.312,False
26.77,False,0.0,0.0,False
26.8,True,0.2626,0.331,False
26.84,False,0.0,0.0,False
26.87,False,0.0,0.0,False
26.9,False,0.0,0.0,False
26.94,False,0.0,0.0,False
26.97,False,0.0,0.0,False
27.0,False,0.0,0.0,False
27.04,False,0.0,0.0,False
27.07,True,0.2408,0.303,False
27.1,False,0.0,0.0,False
27.14,False,0.0,0.0,False
27.17,True,0.248,0.305,False
27.2,False,0.0,0.0,False
27.24,False,0.0,0.0,False
27.27,False,0.0,0.0,False
27.3,True,0.2462,0.301,False
27.34,False,0.0,0.0,False
27.37,False,0.0,0.0,False
27.4,False,0.0,0.0,False
27.44,False,0.0,0.0,False
27.47,True,0.2709,0.338,False
27.5,False,0.0,0.0,False
27.54,False,0.0,0.0,False
27.57,False,0.0,0.0,False
27.6,True,0.2852,0.343,False
27.64,True,0.3088,0.301,False
27.67,True,0.2303,0.331,False
27.7,True,0.2303,0.348,False
27.74,False,0.0,0.0,False
27.77,False,0.0,0.0,False
27.8,True,0.2408,0.315,False
27.84,False,0.0,0.0,False
27.87,True,0.2321,0.303,False
27.9,True,0.2303,0.311,False
27.94,False,0.0,0.0,False
27.97,True,0.2303,0.313,False
28.0,False,0.0,0.0,False
28.04,True,0.2373,0.321,False
28.07,True,0.2626,0.313,False
28.1,False,0.0,0.0,False
28.14,False,0.0,0.0,False
28.17,True,0.2444,0.348,False
28.2,False,0.0,0.0,False
28.24,True,0.2589,0.347,False
28.27,False,0.0,0.0,False
28.3,True,0.2286,0.377,False
28.34,False,0.0,0.0,False
28.37,True,0.2663,0.319,False
28.4,True,0.2498,0.353,False
28.44,True,0.2738,0.317,False
28.47,True,0.2408,0.305,False
28.5,False,0.0,0.0,False
28.54,True,0.248,0.331,False
28.57,True,0.2589,0.379,False
28.6,False,0.0,0.0,False
28.64,True,0.2286,0.316,False
28.67,False,0.0,0.0,False
28.7,True,0.2373,0.317,False
28.74,False,0.0,0.0,False
28.77,True,0.2663,0.312,False
28.8,False,0.0,0.0,False
28.84,False,0.0,0.0,False
28.87,False,0.0,0.0,False
28.9,True,0.2338,0.31,False
28.94,False,0.0,0.0,False
28.97,True,0.2589,0.349,False
29.0,True,0.2757,0.311,False
29.04,True,0.2644,0.322,False
29.07,False,0.0,0.0,False
29.1,True,0.2644,0.329,False
29.14,False,0.0,0.0,False
29.17,False,0.0,0.0,False
29.2,True,0.2303,0.314,False
29.24,True,0.2391,0.318,False
29.27,True,0.2338,0.303,False
29.3,False,0.0,0.0,False
29.34,False,0.0,0.0,False
29.37,False,0.0,0.0,False
29.4,True,0.2356,0.3,False
29.44,False,0.0,0.0,False
29.47,False,0.0,0.0,False
29.5,False,0.0,0.0,False
29.54,False,0.0,0.0,False
29.57,True,0.2338,0.3,False
29.6,False,0.0,0.0,False
29.64,True,0.2776,0.323,False
29.67,True,0.2338,0.301,False
29.71,False,0.0,0.0,False
29.74,False,0.0,0.0,False
29.77,True,0.27,0.344,False
29.8,True,0.2408,0.305,False
29.84,False,0.0,0.0,False
29.87,False,0.0,0.0,False
29.91,True,0.2681,0.343,False
29.94,False,0.0,0.0,False
29.97,True,0.1906,0.318,False
30.0,True,0.2719,0.322,False
30.04,True,0.257,0.303,False
30.07,False,0.0,0.0,False
30.11,False,0.0,0.0,False
30.14,False,0.0,0.0,False
30.17,False,0.0,0.0,False
30.2,False,0.0,0.0,False
30.24,False,0.0,0.0,False
30.27,True,0.248,0.338,False
30.31,True,0.2738,0.332,False
30.34,False,0.0,0.0,False
30.37,False,0.0,0.0,False
30.4,False,0.0,0.0,False
30.44,True,0.2084,0.311,False
30.47,False,0.0,0.0,False
30.51,False,0.0,0.0,False
30.54,False,0.0,0.0,False
30.57,True,0.2252,0.304,False
30.6,True,0.2269,0.353,False
30.64,True,0.1922,0.339,False
30.67,True,0.2534,0.346,False
30.71,True,0.2607,0.328,False
30.74,False,0.0,0.0,False
30.77,True,0.2534,0.339,False
30.8,False,0.0,0.0,False
30.84,True,0.2534,0.356,False
30.87,False,0.0,0.0,False
30.91,True,0.2408,0.355,False
30.94,True,0.2391,0.338,False
30.97,False,0.0,0.0,False
31.0,True,0.2391,0.311,False
31.04,True,0.2286,0.348,False
31.07,True,0.2252,0.362,False
31.11,True,0.2552,0.356,False
31.14,False,0.0,0.0,False
31.17,True,0.257,0.354,False
31.2,True,0.2444,0.301,False
31.24,False,0.0,0.0,False
31.27,True,0.2462,0.34,False
31.31,True,0.257,0.328,False
31.34,True,0.257,0.339,False
31.37,True,0.2607,0.339,False
31.4,True,0.2681,0.316,False
31.44,False,0.0,0.0,False
31.47,False,0.0,0.0,False
31.51,True,0.2552,0.319,False
31.54,False,0.0,0.0,False
31.57,True,0.1906,0.333,False
31.6,True,0.2321,0.318,False
31.64,True,0.2552,0.364,False
31.67,True,0.2552,0.348,False
31.71,True,0.1463,0.301,False
31.74,False,0.0,0.0,False
31.77,False,0.0,0.0,False
31.8,True,0.2391,0.302,False
31.84,False,0.0,0.0,False
31.87,True,0.2408,0.303,False
31.91,False,0.0,0.0,False
31.94,True,0.2391,0.301,False
31.97,True,0.2589,0.335,False
32.0,True,0.2201,0.335,False
32.04,True,0.257,0.348,False
32.07,True,0.2303,0.321,False
32.11,True,0.2498,0.337,False
32.14,False,0.0,0.0,False
32.17,False,0.0,0.0,False
32.2,True,0.2589,0.34,False
32.24,False,0.0,0.0,False
32.27,True,0.2303,0.324,False
32.31,True,0.2303,0.304,False
32.34,True,0.2444,0.301,False
32.37,True,0.2235,0.353,False
32.4,True,0.257,0.33,False
32.44,True,0.2552,0.373,False
32.47,True,0.2235,0.33,False
32.51,True,0.2356,0.308,False
32.54,True,0.2644,0.316,False
32.57,True,0.2235,0.328,False
32.6,True,0.2391,0.371,False
32.64,True,0.2607,0.334,False
32.67,True,0.257,0.344,False
32.71,True,0.2607,0.348,False
32.74,True,0.2286,0.322,False
32.77,True,0.2552,0.339,False
32.8,True,0.2663,0.391,False
32.84,True,0.2303,0.306,False
32.87,True,0.2589,0.34,False
32.91,True,0.2167,0.333,False
32.94,True,0.2303,0.373,False
32.97,False,0.0,0.0,False
33.0,True,0.2444,0.34,False
33.04,True,0.2607,0.346,False
33.07,True,0.257,0.312,False
33.11,True,0.2373,0.308,False
33.14,True,0.2321,0.316,False
33.17,True,0.257,0.334,False
33.2,True,0.2321,0.313,False
33.24,True,0.2408,0.333,False
33.27,True,0.2201,0.316,False
33.31,False,0.0,0.0,False
33.34,True,0.2269,0.322,False
33.37,False,0.0,0.0,False
33.4,False,0.0,0.0,False
33.44,False,0.0,0.0,False
33.47,False,0.0,0.0,False
33.51,True,0.2356,0.311,False
33.54,False,0.0,0.0,False
33.57,True,0.248,0.338,False
33.6,True,0.2338,0.321,False
33.64,False,0.0,0.0,False
33.67,False,0.0,0.0,False
33.71,True,0.2303,0.318,False
33.74,False,0.0,0.0,False
33.77,True,0.2607,0.345,False
33.8,True,0.2321,0.308,False
33.84,True,0.2719,0.341,False
33.87,True,0.2462,0.384,False
33.91,False,0.0,0.0,False
33.94,True,0.2426,0.314,False
33.97,False,0.0,0.0,False
34.0,False,0.0,0.0,False
34.04,True,0.2321,0.311,False
34.07,False,0.0,0.0,False
34.11,False,0.0,0.0,False
34.14,False,0.0,0.0,False
34.17,True,0.2498,0.378,False
34.2,True,0.2235,0.335,False
34.24,False,0.0,0.0,False
34.27,True,0.2391,0.301,False
34.31,False,0.0,0.0,False
34.34,True,0.2589,0.334,False
34.37,False,0.0,0.0,False
34.4,True,0.2498,0.306,False
34.44,False,0.0,0.0,False
34.47,True,0.2303,0.322,False
34.51,True,0.2534,0.33,False
34.54,True,0.2552,0.345,False
34.57,True,0.2373,0.311,False
34.6,True,0.2338,0.313,False
34.64,True,0.2663,0.331,False
34.67,True,0.2663,0.33,False
34.71,False,0.0,0.0,False
34.74,True,0.2235,0.327,False
34.77,True,0.2391,0.323,False
34.8,False,0.0,0.0,False
34.84,True,0.2321,0.321,False
34.87,False,0.0,0.0,False
34.91,False,0.0,0.0,False
34.94,True,0.2201,0.336,False
34.97,False,0.0,0.0,False
35.0,False,0.0,0.0,False
35.04,True,0.2444,0.357,False
35.07,True,0.2373,0.301,False
35.11,True,0.2286,0.357,False
35.14,True,0.2391,0.313,False
35.17,False,0.0,0.0,False
35.2,True,0.2607,0.372,False
35.24,True,0.2373,0.308,False
35.27,False,0.0,0.0,False
35.31,False,0.0,0.0,False
35.34,True,0.2408,0.361,False
35.37,True,0.2738,0.324,False
35.4,True,0.2252,0.335,False
35.44,True,0.2321,0.3,False
35.47,True,0.2252,0.312,False
35.51,True,0.2408,0.307,False
35.54,False,0.0,0.0,False
35.57,True,0.2719,0.337,False
35.6,True,0.2462,0.378,False
35.64,True,0.2663,0.329,False
35.67,False,0.0,0.0,False
35.71,True,0.2681,0.348,False
35.74,True,0.2626,0.323,False
35.77,True,0.2269,0.307,False
35.8,True,0.2391,0.308,False
35.84,True,0.2217,0.307,False
35.87,True,0.2426,0.364,False
35.91,True,0.2462,0.309,False
35.94,True,0.2663,0.344,False
35.97,True,0.2373,0.323,False
36.0,True,0.2426,0.306,False
36.04,False,0.0,0.0,False
36.07,False,0.0,0.0,False
36.11,True,0.2444,0.359,False
36.14,True,0.2534,0.371,False
36.17,True,0.2286,0.402,False
36.2,True,0.2356,0.311,False
36.24,True,0.2269,0.404,False
36.27,True,0.2444,0.307,False
36.31,True,0.2626,0.358,False
36.34,False,0.0,0.0,False
36.37,True,0.2681,0.348,False
36.4,False,0.0,0.0,False
36.44,False,0.0,0.0,False
36.47,True,0.248,0.326,False
36.51,False,0.0,0.0,False
36.54,False,0.0,0.0,False
36.57,True,0.1561,0.311,False
36.6,False,0.0,0.0,False
36.64,False,0.0,0.0,False
36.67,False,0.0,0.0,False
36.71,False,0.0,0.0,False
36.74,False,0.0,0.0,False
36.77,True,0.1188,0.312,False
36.8,True,0.2018,0.433,False
36.84,True,0.2303,0.435,False
36.87,True,0.3763,0.465,False
36.91,True,0.5287,0.66,False
36.94,True,0.5742,0.653,False
36.97,True,0.3545,0.63,False
37.0,True,0.1844,0.806,False
37.04,True,0.1633,0.854,True
37.07,True,0.1547,0.841,True
37.11,True,0.1491,0.877,True
37.14,True,0.1302,0.906,True
37.17,True,0.1138,0.904,True
37.2,True,0.0986,0.926,True
37.24,True,0.0854,0.92,True
37.27,True,0.0752,0.918,True
37.31,True,0.0703,0.92,True
37.34,True,0.062,0.937,True
37.37,True,0.0567,0.924,True
37.4,True,0.055,0.916,True
37.44,True,0.0533,0.909,True
37.47,True,0.0509,0.924,True
37.51,True,0.0501,0.918,True
37.54,True,0.0492,0.89,True
37.57,True,0.0438,0.878,True
37.6,True,0.0416,0.877,True
37.64,True,0.0394,0.895,True
37.67,True,0.0387,0.887,True
37.71,True,0.0408,0.876,True
37.74,True,0.0387,0.79,True
37.77,True,0.0387,0.823,True
37.8,True,0.0373,0.84,True
37.84,True,0.0373,0.821,True
37.87,True,0.0359,0.816,True
37.91,True,0.0373,0.75,True
37.94,True,0.0339,0.745,True
37.97,True,0.0326,0.734,True
38.0,True,0.0294,0.712,True
38.04,True,0.0359,0.631,True
38.07,True,0.0352,0.598,True
38.11,True,0.0345,0.575,True
38.14,True,0.0332,0.649,True
38.17,True,0.0366,0.654,True
38.2,True,0.0288,0.671,True
38.24,True,0.0288,0.632,True
38.27,True,0.0294,0.563,True
38.31,True,0.0332,0.62,True
38.34,True,0.0339,0.545,True
38.37,True,0.0339,0.558,True
38.4,True,0.0352,0.555,True
38.44,True,0.0359,0.528,True
38.47,True,0.0332,0.612,True
38.51,True,0.0332,0.661,True
38.54,True,0.0319,0.578,True
38.57,True,0.0288,0.642,True
38.6,True,0.0306,0.57,True
38.64,True,0.03,0.603,True
38.67,True,0.0313,0.564,True
38.71,True,0.0359,0.561,True
38.74,True,0.0359,0.557,True
38.77,True,0.0339,0.665,True
38.8,True,0.0352,0.668,True
38.84,True,0.0339,0.618,True
38.87,True,0.0339,0.586,True
38.91,True,0.0352,0.495,True
38.94,True,0.0352,0.565,True
38.97,True,0.0387,0.57,True
39.0,True,0.0394,0.613,True
39.04,True,0.0366,0.608,True
39.07,True,0.0352,0.589,True
39.11,True,0.0345,0.612,True
39.14,True,0.0366,0.674,True
39.17,True,0.0339,0.65,True
39.2,True,0.0332,0.726,True
39.24,True,0.0366,0.724,True
39.27,True,0.0345,0.743,True
39.31,True,0.0326,0.758,True
39.34,True,0.0339,0.729,True
39.37,True,0.0326,0.737,True
39.4,True,0.0319,0.73,True
39.44,True,0.0319,0.745,True
39.47,True,0.0326,0.757,True
39.51,True,0.0313,0.73,True
39.54,True,0.0313,0.72,True
39.57,True,0.0306,0.701,True
39.6,True,0.0332,0.702,True
39.64,True,0.0352,0.674,True
39.67,True,0.0345,0.648,True
39.71,True,0.0359,0.661,True
39.74,True,0.0352,0.663,True
39.77,True,0.0359,0.694,True
39.8,True,0.038,0.712,True
39.84,True,0.0326,0.732,True
39.87,True,0.0352,0.748,True
39.91,True,0.0373,0.757,True
39.94,True,0.0359,0.733,True
39.97,True,0.0345,0.74,True
40.0,True,0.0339,0.733,True
